Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,478473,-,-,-,39.77,-105.22,-7,1867,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,GHI,DHI,DNI
2013,1,1,0,30,-11.8,0,0,0,0
2013,1,1,1,30,-11.9,0,0,0,0
2013,1,1,2,30,-12.200000000000001,0,0,0,0
2013,1,1,3,30,-12.5,7,0,0,0
2013,1,1,4,30,-13,7,0,0,0
2013,1,1,5,30,-13.4,7,0,0,0
2013,1,1,6,30,-13.600000000000001,6,0,0,0
2013,1,1,7,30,-12.3,6,0,0,0
2013,1,1,8,30,-9.200000000000001,6,65,62,14
2013,1,1,9,30,-6.2,7,250,87,535
2013,1,1,10,30,-4.3,4,308,157,380
2013,1,1,11,30,-3.4000000000000004,0,511,65,989
2013,1,1,12,30,-3,0,516,64,994
2013,1,1,13,30,-2.9000000000000004,0,459,59,973
2013,1,1,14,30,-3.3000000000000003,0,345,51,916
2013,1,1,15,30,-4.7,0,194,37,806
2013,1,1,16,30,-5.800000000000001,0,32,15,438
2013,1,1,17,30,-8.1,1,0,0,0
2013,1,1,18,30,-9.1,1,0,0,0
2013,1,1,19,30,-9.8,1,0,0,0
2013,1,1,20,30,-10.200000000000001,0,0,0,0
2013,1,1,21,30,-10.5,1,0,0,0
2013,1,1,22,30,-10.200000000000001,7,0,0,0
2013,1,1,23,30,-9.4,7,0,0,0
2013,1,2,0,30,-8.8,7,0,0,0
2013,1,2,1,30,-8.5,1,0,0,0
2013,1,2,2,30,-8.700000000000001,1,0,0,0
2013,1,2,3,30,-9.3,0,0,0,0
2013,1,2,4,30,-10.200000000000001,1,0,0,0
2013,1,2,5,30,-10.8,1,0,0,0
2013,1,2,6,30,-11,1,0,0,0
2013,1,2,7,30,-9.700000000000001,1,0,0,0
2013,1,2,8,30,-7.1000000000000005,0,167,35,769
2013,1,2,9,30,-4.9,0,329,49,919
2013,1,2,10,30,-3.7,0,445,57,970
2013,1,2,11,30,-3.1,0,512,62,996
2013,1,2,12,30,-2.8000000000000003,4,275,212,137
2013,1,2,13,30,-3,0,461,60,973
2013,1,2,14,30,-3.6,0,349,52,915
2013,1,2,15,30,-5.1000000000000005,0,193,39,780
2013,1,2,16,30,-6.1000000000000005,0,33,16,407
2013,1,2,17,30,-8.4,0,0,0,0
2013,1,2,18,30,-9.3,0,0,0,0
2013,1,2,19,30,-10.100000000000001,4,0,0,0
2013,1,2,20,30,-10.700000000000001,0,0,0,0
2013,1,2,21,30,-11.200000000000001,0,0,0,0
2013,1,2,22,30,-11.4,1,0,0,0
2013,1,2,23,30,-11.8,4,0,0,0
2013,1,3,0,30,-12.4,7,0,0,0
2013,1,3,1,30,-12.9,4,0,0,0
2013,1,3,2,30,-13.3,1,0,0,0
2013,1,3,3,30,-13.5,0,0,0,0
2013,1,3,4,30,-13.700000000000001,1,0,0,0
2013,1,3,5,30,-13.9,1,0,0,0
2013,1,3,6,30,-13.9,4,0,0,0
2013,1,3,7,30,-12.200000000000001,1,0,0,0
2013,1,3,8,30,-8.4,0,166,31,787
2013,1,3,9,30,-4.6000000000000005,0,327,43,933
2013,1,3,10,30,-2,0,450,50,997
2013,1,3,11,30,-0.6000000000000001,0,518,53,1024
2013,1,3,12,30,0.2,1,524,54,1027
2013,1,3,13,30,0.5,1,461,50,990
2013,1,3,14,30,-0.1,0,349,44,935
2013,1,3,15,30,-2.4000000000000004,0,195,33,811
2013,1,3,16,30,-4.1000000000000005,0,35,14,461
2013,1,3,17,30,-6.800000000000001,0,0,0,0
2013,1,3,18,30,-7.800000000000001,0,0,0,0
2013,1,3,19,30,-8.5,0,0,0,0
2013,1,3,20,30,-8.6,0,0,0,0
2013,1,3,21,30,-8.200000000000001,0,0,0,0
2013,1,3,22,30,-7.5,0,0,0,0
2013,1,3,23,30,-6.6000000000000005,0,0,0,0
2013,1,4,0,30,-5.7,0,0,0,0
2013,1,4,1,30,-5,0,0,0,0
2013,1,4,2,30,-4.6000000000000005,0,0,0,0
2013,1,4,3,30,-4.2,0,0,0,0
2013,1,4,4,30,-3.9000000000000004,0,0,0,0
2013,1,4,5,30,-4,0,0,0,0
2013,1,4,6,30,-4.2,0,0,0,0
2013,1,4,7,30,-3.5,1,0,0,0
2013,1,4,8,30,-1.1,0,162,32,753
2013,1,4,9,30,2,0,321,45,903
2013,1,4,10,30,4.4,0,442,52,969
2013,1,4,11,30,5.800000000000001,0,509,56,997
2013,1,4,12,30,6.300000000000001,0,515,56,999
2013,1,4,13,30,6.1000000000000005,1,460,53,978
2013,1,4,14,30,4.6000000000000005,0,349,46,922
2013,1,4,15,30,1.8,0,196,35,797
2013,1,4,16,30,0.30000000000000004,0,36,15,449
2013,1,4,17,30,-1.9000000000000001,0,0,0,0
2013,1,4,18,30,-3.4000000000000004,0,0,0,0
2013,1,4,19,30,-4.9,1,0,0,0
2013,1,4,20,30,-6,0,0,0,0
2013,1,4,21,30,-6.6000000000000005,0,0,0,0
2013,1,4,22,30,-7.2,0,0,0,0
2013,1,4,23,30,-7.6000000000000005,0,0,0,0
2013,1,5,0,30,-7.7,0,0,0,0
2013,1,5,1,30,-7.7,0,0,0,0
2013,1,5,2,30,-7.5,0,0,0,0
2013,1,5,3,30,-7.4,0,0,0,0
2013,1,5,4,30,-7.5,0,0,0,0
2013,1,5,5,30,-7.7,1,0,0,0
2013,1,5,6,30,-7.800000000000001,0,0,0,0
2013,1,5,7,30,-6.5,1,0,0,0
2013,1,5,8,30,-3.9000000000000004,0,168,33,786
2013,1,5,9,30,-0.9,0,326,45,917
2013,1,5,10,30,1.5,0,449,53,982
2013,1,5,11,30,2.8000000000000003,1,518,59,1006
2013,1,5,12,30,3.2,1,525,60,1007
2013,1,5,13,30,3,2,386,97,691
2013,1,5,14,30,2,1,359,54,919
2013,1,5,15,30,-0.5,0,207,42,805
2013,1,5,16,30,-2.2,1,40,18,450
2013,1,5,17,30,-4.1000000000000005,1,0,0,0
2013,1,5,18,30,-4.9,0,0,0,0
2013,1,5,19,30,-5.800000000000001,0,0,0,0
2013,1,5,20,30,-6.7,0,0,0,0
2013,1,5,21,30,-7.300000000000001,0,0,0,0
2013,1,5,22,30,-7.6000000000000005,0,0,0,0
2013,1,5,23,30,-7.6000000000000005,0,0,0,0
2013,1,6,0,30,-7,1,0,0,0
2013,1,6,1,30,-6.300000000000001,0,0,0,0
2013,1,6,2,30,-6.1000000000000005,0,0,0,0
2013,1,6,3,30,-6.300000000000001,0,0,0,0
2013,1,6,4,30,-6.6000000000000005,0,0,0,0
2013,1,6,5,30,-6.800000000000001,0,0,0,0
2013,1,6,6,30,-6.9,1,0,0,0
2013,1,6,7,30,-5.300000000000001,1,0,0,0
2013,1,6,8,30,-1.2000000000000002,0,174,34,810
2013,1,6,9,30,3.3000000000000003,0,340,46,958
2013,1,6,10,30,6.300000000000001,1,468,55,1020
2013,1,6,11,30,8.200000000000001,7,468,67,877
2013,1,6,12,30,9.1,4,453,90,782
2013,1,6,13,30,8.6,4,396,90,726
2013,1,6,14,30,6.4,4,275,102,519
2013,1,6,15,30,2.9000000000000004,8,146,67,384
2013,1,6,16,30,0.9,7,29,29,0
2013,1,6,17,30,-1.2000000000000002,7,0,0,0
2013,1,6,18,30,-1.4000000000000001,6,0,0,0
2013,1,6,19,30,-1.1,7,0,0,0
2013,1,6,20,30,-0.5,6,0,0,0
2013,1,6,21,30,0,6,0,0,0
2013,1,6,22,30,0.30000000000000004,6,0,0,0
2013,1,6,23,30,0.5,7,0,0,0
2013,1,7,0,30,0.4,7,0,0,0
2013,1,7,1,30,0.1,4,0,0,0
2013,1,7,2,30,-0.2,4,0,0,0
2013,1,7,3,30,-0.4,7,0,0,0
2013,1,7,4,30,-0.6000000000000001,7,0,0,0
2013,1,7,5,30,-0.9,7,0,0,0
2013,1,7,6,30,-1.3,7,0,0,0
2013,1,7,7,30,-0.4,4,0,0,0
2013,1,7,8,30,2.2,4,109,61,278
2013,1,7,9,30,5,0,324,51,885
2013,1,7,10,30,7,1,447,60,952
2013,1,7,11,30,8.1,0,516,64,982
2013,1,7,12,30,8.6,2,447,101,744
2013,1,7,13,30,8.4,3,368,132,557
2013,1,7,14,30,6.800000000000001,3,275,106,505
2013,1,7,15,30,3.7,0,206,41,785
2013,1,7,16,30,1.8,1,42,18,446
2013,1,7,17,30,-1.5,4,0,0,0
2013,1,7,18,30,-2,4,0,0,0
2013,1,7,19,30,-2.4000000000000004,0,0,0,0
2013,1,7,20,30,-2.7,4,0,0,0
2013,1,7,21,30,-2.8000000000000003,1,0,0,0
2013,1,7,22,30,-2.9000000000000004,1,0,0,0
2013,1,7,23,30,-2.9000000000000004,4,0,0,0
2013,1,8,0,30,-2.6,6,0,0,0
2013,1,8,1,30,-2,6,0,0,0
2013,1,8,2,30,-1.2000000000000002,6,0,0,0
2013,1,8,3,30,-0.7000000000000001,6,0,0,0
2013,1,8,4,30,-0.7000000000000001,6,0,0,0
2013,1,8,5,30,-1,6,0,0,0
2013,1,8,6,30,-1.2000000000000002,6,0,0,0
2013,1,8,7,30,-0.2,6,0,0,0
2013,1,8,8,30,1.9000000000000001,6,56,56,0
2013,1,8,9,30,4.2,4,166,132,112
2013,1,8,10,30,5.800000000000001,7,298,172,309
2013,1,8,11,30,6.6000000000000005,7,351,199,329
2013,1,8,12,30,6.800000000000001,6,261,215,97
2013,1,8,13,30,6.5,6,258,196,146
2013,1,8,14,30,5.1000000000000005,6,206,147,174
2013,1,8,15,30,2.3000000000000003,8,161,61,468
2013,1,8,16,30,0.6000000000000001,7,28,20,124
2013,1,8,17,30,-0.9,4,0,0,0
2013,1,8,18,30,-1.1,4,0,0,0
2013,1,8,19,30,-1.3,1,0,0,0
2013,1,8,20,30,-1.6,1,0,0,0
2013,1,8,21,30,-2,0,0,0,0
2013,1,8,22,30,-2.3000000000000003,1,0,0,0
2013,1,8,23,30,-2.4000000000000004,1,0,0,0
2013,1,9,0,30,-2.4000000000000004,1,0,0,0
2013,1,9,1,30,-2.4000000000000004,0,0,0,0
2013,1,9,2,30,-2.5,1,0,0,0
2013,1,9,3,30,-2.7,4,0,0,0
2013,1,9,4,30,-2.7,0,0,0,0
2013,1,9,5,30,-2.6,0,0,0,0
2013,1,9,6,30,-2.5,1,0,0,0
2013,1,9,7,30,-0.6000000000000001,1,0,0,0
2013,1,9,8,30,2.9000000000000004,4,89,67,122
2013,1,9,9,30,6,0,321,40,905
2013,1,9,10,30,8.5,0,442,45,971
2013,1,9,11,30,10.3,1,509,46,1000
2013,1,9,12,30,11.100000000000001,0,518,46,1004
2013,1,9,13,30,10.8,1,465,43,985
2013,1,9,14,30,9,0,358,39,933
2013,1,9,15,30,5.7,0,208,32,818
2013,1,9,16,30,3.8000000000000003,0,47,16,504
2013,1,9,17,30,0.30000000000000004,0,0,0,0
2013,1,9,18,30,-0.7000000000000001,0,0,0,0
2013,1,9,19,30,-1,0,0,0,0
2013,1,9,20,30,-1.1,1,0,0,0
2013,1,9,21,30,-1.2000000000000002,0,0,0,0
2013,1,9,22,30,-1.1,0,0,0,0
2013,1,9,23,30,-1.2000000000000002,1,0,0,0
2013,1,10,0,30,-1.4000000000000001,1,0,0,0
2013,1,10,1,30,-1.7000000000000002,0,0,0,0
2013,1,10,2,30,-1.9000000000000001,0,0,0,0
2013,1,10,3,30,-2,0,0,0,0
2013,1,10,4,30,-1.9000000000000001,1,0,0,0
2013,1,10,5,30,-1.7000000000000002,4,0,0,0
2013,1,10,6,30,-1.3,7,0,0,0
2013,1,10,7,30,0.5,6,0,0,0
2013,1,10,8,30,3.5,7,113,60,298
2013,1,10,9,30,6.1000000000000005,6,125,118,21
2013,1,10,10,30,7.800000000000001,6,118,118,0
2013,1,10,11,30,8.5,6,233,205,61
2013,1,10,12,30,7.800000000000001,6,114,114,0
2013,1,10,13,30,6.300000000000001,6,191,176,36
2013,1,10,14,30,5,6,151,138,37
2013,1,10,15,30,3.5,7,111,88,105
2013,1,10,16,30,2.6,7,29,22,98
2013,1,10,17,30,1,7,0,0,0
2013,1,10,18,30,0.7000000000000001,4,0,0,0
2013,1,10,19,30,0.5,7,0,0,0
2013,1,10,20,30,0.2,6,0,0,0
2013,1,10,21,30,-0.2,4,0,0,0
2013,1,10,22,30,-0.6000000000000001,0,0,0,0
2013,1,10,23,30,-0.9,0,0,0,0
2013,1,11,0,30,-1.2000000000000002,0,0,0,0
2013,1,11,1,30,-1.6,1,0,0,0
2013,1,11,2,30,-1.7000000000000002,1,0,0,0
2013,1,11,3,30,-1.6,4,0,0,0
2013,1,11,4,30,-1.1,4,0,0,0
2013,1,11,5,30,-0.7000000000000001,7,0,0,0
2013,1,11,6,30,-0.5,7,0,0,0
2013,1,11,7,30,-0.2,6,0,0,0
2013,1,11,8,30,-0.1,6,30,30,0
2013,1,11,9,30,-0.5,7,187,134,168
2013,1,11,10,30,-1.1,7,44,44,0
2013,1,11,11,30,-1.6,7,84,84,0
2013,1,11,12,30,-2.2,4,396,187,439
2013,1,11,13,30,-3.1,4,308,194,262
2013,1,11,14,30,-4.3,7,228,149,227
2013,1,11,15,30,-5.800000000000001,7,18,18,0
2013,1,11,16,30,-6.7,7,31,23,122
2013,1,11,17,30,-8.1,4,0,0,0
2013,1,11,18,30,-8.700000000000001,4,0,0,0
2013,1,11,19,30,-9.1,4,0,0,0
2013,1,11,20,30,-9.4,4,0,0,0
2013,1,11,21,30,-9.5,4,0,0,0
2013,1,11,22,30,-9.600000000000001,4,0,0,0
2013,1,11,23,30,-9.8,4,0,0,0
2013,1,12,0,30,-10.100000000000001,1,0,0,0
2013,1,12,1,30,-10.600000000000001,1,0,0,0
2013,1,12,2,30,-11.100000000000001,4,0,0,0
2013,1,12,3,30,-11.600000000000001,1,0,0,0
2013,1,12,4,30,-12.100000000000001,1,0,0,0
2013,1,12,5,30,-12.700000000000001,4,0,0,0
2013,1,12,6,30,-13.200000000000001,4,0,0,0
2013,1,12,7,30,-12.700000000000001,4,0,0,0
2013,1,12,8,30,-11.5,4,87,69,100
2013,1,12,9,30,-10.3,4,109,109,2
2013,1,12,10,30,-9.5,4,301,177,298
2013,1,12,11,30,-8.9,4,352,208,305
2013,1,12,12,30,-8.4,4,316,225,190
2013,1,12,13,30,-8.3,4,371,154,496
2013,1,12,14,30,-8.6,7,284,117,474
2013,1,12,15,30,-9.5,7,154,79,333
2013,1,12,16,30,-10.100000000000001,7,23,23,0
2013,1,12,17,30,-11.9,7,0,0,0
2013,1,12,18,30,-12.8,4,0,0,0
2013,1,12,19,30,-13.4,4,0,0,0
2013,1,12,20,30,-13.9,1,0,0,0
2013,1,12,21,30,-14.4,4,0,0,0
2013,1,12,22,30,-14.9,4,0,0,0
2013,1,12,23,30,-15.200000000000001,4,0,0,0
2013,1,13,0,30,-15.4,7,0,0,0
2013,1,13,1,30,-15.600000000000001,7,0,0,0
2013,1,13,2,30,-15.9,7,0,0,0
2013,1,13,3,30,-16.2,7,0,0,0
2013,1,13,4,30,-16.5,7,0,0,0
2013,1,13,5,30,-16.6,7,0,0,0
2013,1,13,6,30,-16.7,7,0,0,0
2013,1,13,7,30,-15.8,7,5,5,0
2013,1,13,8,30,-13.8,0,170,41,722
2013,1,13,9,30,-11.8,1,335,55,884
2013,1,13,10,30,-10.600000000000001,4,278,187,217
2013,1,13,11,30,-10,4,363,204,337
2013,1,13,12,30,-9.700000000000001,7,301,227,153
2013,1,13,13,30,-9.700000000000001,7,96,96,0
2013,1,13,14,30,-10.200000000000001,7,64,64,0
2013,1,13,15,30,-11,7,59,59,0
2013,1,13,16,30,-11.5,7,27,25,32
2013,1,13,17,30,-12.600000000000001,7,0,0,0
2013,1,13,18,30,-13,7,0,0,0
2013,1,13,19,30,-13.3,7,0,0,0
2013,1,13,20,30,-13.5,7,0,0,0
2013,1,13,21,30,-13.9,4,0,0,0
2013,1,13,22,30,-14.600000000000001,1,0,0,0
2013,1,13,23,30,-15.200000000000001,1,0,0,0
2013,1,14,0,30,-15.700000000000001,1,0,0,0
2013,1,14,1,30,-16,7,0,0,0
2013,1,14,2,30,-16.3,7,0,0,0
2013,1,14,3,30,-16.5,7,0,0,0
2013,1,14,4,30,-16.5,7,0,0,0
2013,1,14,5,30,-16.3,7,0,0,0
2013,1,14,6,30,-16.1,7,0,0,0
2013,1,14,7,30,-15.4,7,6,6,0
2013,1,14,8,30,-13.700000000000001,7,143,43,549
2013,1,14,9,30,-11.8,7,271,85,585
2013,1,14,10,30,-10,0,475,70,968
2013,1,14,11,30,-8.8,1,549,74,1000
2013,1,14,12,30,-8.1,1,560,75,1004
2013,1,14,13,30,-8.1,4,394,130,597
2013,1,14,14,30,-8.700000000000001,7,311,95,606
2013,1,14,15,30,-10,1,236,48,813
2013,1,14,16,30,-10.9,1,62,23,512
2013,1,14,17,30,-13.700000000000001,0,0,0,0
2013,1,14,18,30,-14.9,1,0,0,0
2013,1,14,19,30,-15.9,1,0,0,0
2013,1,14,20,30,-16.8,1,0,0,0
2013,1,14,21,30,-17.6,1,0,0,0
2013,1,14,22,30,-18.1,1,0,0,0
2013,1,14,23,30,-18.3,1,0,0,0
2013,1,15,0,30,-18.1,0,0,0,0
2013,1,15,1,30,-17.8,1,0,0,0
2013,1,15,2,30,-17.5,0,0,0,0
2013,1,15,3,30,-17.2,0,0,0,0
2013,1,15,4,30,-17,0,0,0,0
2013,1,15,5,30,-16.5,0,0,0,0
2013,1,15,6,30,-15.600000000000001,7,0,0,0
2013,1,15,7,30,-13.3,7,7,7,0
2013,1,15,8,30,-10.3,4,83,71,69
2013,1,15,9,30,-7.5,7,240,116,386
2013,1,15,10,30,-5.2,7,259,192,158
2013,1,15,11,30,-3.5,7,279,223,116
2013,1,15,12,30,-2.4000000000000004,7,302,230,147
2013,1,15,13,30,-2,4,212,190,49
2013,1,15,14,30,-2.4000000000000004,7,252,149,284
2013,1,15,15,30,-4.1000000000000005,4,64,64,0
2013,1,15,16,30,-5.300000000000001,4,31,28,47
2013,1,15,17,30,-7.2,7,0,0,0
2013,1,15,18,30,-7.1000000000000005,7,0,0,0
2013,1,15,19,30,-6.7,7,0,0,0
2013,1,15,20,30,-6.1000000000000005,4,0,0,0
2013,1,15,21,30,-5.7,7,0,0,0
2013,1,15,22,30,-5.6000000000000005,7,0,0,0
2013,1,15,23,30,-5.5,0,0,0,0
2013,1,16,0,30,-5.6000000000000005,4,0,0,0
2013,1,16,1,30,-5.7,4,0,0,0
2013,1,16,2,30,-5.800000000000001,4,0,0,0
2013,1,16,3,30,-5.800000000000001,1,0,0,0
2013,1,16,4,30,-5.800000000000001,4,0,0,0
2013,1,16,5,30,-5.7,4,0,0,0
2013,1,16,6,30,-5.300000000000001,1,0,0,0
2013,1,16,7,30,-3.6,0,18,11,328
2013,1,16,8,30,-0.6000000000000001,0,172,33,753
2013,1,16,9,30,2.5,1,335,45,899
2013,1,16,10,30,4.800000000000001,2,370,127,574
2013,1,16,11,30,6,1,533,57,992
2013,1,16,12,30,6.5,0,545,59,994
2013,1,16,13,30,6.4,0,498,56,984
2013,1,16,14,30,5,1,390,50,936
2013,1,16,15,30,2.1,0,237,39,830
2013,1,16,16,30,0.30000000000000004,0,67,22,551
2013,1,16,17,30,-2.2,0,0,0,0
2013,1,16,18,30,-2.5,0,0,0,0
2013,1,16,19,30,-2.9000000000000004,1,0,0,0
2013,1,16,20,30,-3.4000000000000004,0,0,0,0
2013,1,16,21,30,-3.6,1,0,0,0
2013,1,16,22,30,-3.8000000000000003,1,0,0,0
2013,1,16,23,30,-3.9000000000000004,0,0,0,0
2013,1,17,0,30,-4,0,0,0,0
2013,1,17,1,30,-4.3,0,0,0,0
2013,1,17,2,30,-4.9,0,0,0,0
2013,1,17,3,30,-5.4,0,0,0,0
2013,1,17,4,30,-5.6000000000000005,0,0,0,0
2013,1,17,5,30,-5.5,0,0,0,0
2013,1,17,6,30,-5.1000000000000005,0,0,0,0
2013,1,17,7,30,-3.5,1,19,11,339
2013,1,17,8,30,-0.30000000000000004,0,177,32,783
2013,1,17,9,30,2.9000000000000004,0,342,41,928
2013,1,17,10,30,5.300000000000001,0,469,46,992
2013,1,17,11,30,6.9,0,543,52,1015
2013,1,17,12,30,7.6000000000000005,0,555,53,1019
2013,1,17,13,30,7.800000000000001,0,504,50,1003
2013,1,17,14,30,6.800000000000001,0,397,46,955
2013,1,17,15,30,4.3,0,243,38,851
2013,1,17,16,30,2.8000000000000003,0,71,22,578
2013,1,17,17,30,-0.2,0,0,0,0
2013,1,17,18,30,-1.3,0,0,0,0
2013,1,17,19,30,-2,0,0,0,0
2013,1,17,20,30,-2.5,0,0,0,0
2013,1,17,21,30,-2.7,0,0,0,0
2013,1,17,22,30,-2.6,0,0,0,0
2013,1,17,23,30,-2.5,1,0,0,0
2013,1,18,0,30,-2.5,1,0,0,0
2013,1,18,1,30,-2.6,4,0,0,0
2013,1,18,2,30,-2.7,1,0,0,0
2013,1,18,3,30,-2.8000000000000003,0,0,0,0
2013,1,18,4,30,-2.9000000000000004,0,0,0,0
2013,1,18,5,30,-3,0,0,0,0
2013,1,18,6,30,-2.9000000000000004,4,0,0,0
2013,1,18,7,30,-1.3,1,21,11,397
2013,1,18,8,30,1.8,0,183,30,817
2013,1,18,9,30,5,0,350,38,955
2013,1,18,10,30,7.300000000000001,0,471,43,1000
2013,1,18,11,30,8.5,0,544,45,1027
2013,1,18,12,30,8.8,0,557,45,1031
2013,1,18,13,30,8.3,0,507,44,1014
2013,1,18,14,30,6.7,0,399,40,968
2013,1,18,15,30,3.6,0,247,34,868
2013,1,18,16,30,1.6,0,74,20,609
2013,1,18,17,30,-0.9,0,0,0,0
2013,1,18,18,30,-1.3,1,0,0,0
2013,1,18,19,30,-1.3,1,0,0,0
2013,1,18,20,30,-1.2000000000000002,0,0,0,0
2013,1,18,21,30,-1.2000000000000002,4,0,0,0
2013,1,18,22,30,-1.1,7,0,0,0
2013,1,18,23,30,-1.1,7,0,0,0
2013,1,19,0,30,-1.2000000000000002,7,0,0,0
2013,1,19,1,30,-1.1,7,0,0,0
2013,1,19,2,30,-1.1,4,0,0,0
2013,1,19,3,30,-1.3,0,0,0,0
2013,1,19,4,30,-1.9000000000000001,1,0,0,0
2013,1,19,5,30,-2.6,1,0,0,0
2013,1,19,6,30,-2.8000000000000003,1,0,0,0
2013,1,19,7,30,-1.1,1,22,12,396
2013,1,19,8,30,2.2,0,185,30,818
2013,1,19,9,30,5.4,0,353,39,956
2013,1,19,10,30,7.9,0,482,44,1017
2013,1,19,11,30,9.3,0,559,52,1037
2013,1,19,12,30,9.8,0,572,52,1042
2013,1,19,13,30,9.600000000000001,0,521,49,1026
2013,1,19,14,30,8,1,412,45,981
2013,1,19,15,30,4.9,1,257,37,881
2013,1,19,16,30,3.1,7,43,33,111
2013,1,19,17,30,0.4,6,0,0,0
2013,1,19,18,30,-0.1,6,0,0,0
2013,1,19,19,30,-0.5,6,0,0,0
2013,1,19,20,30,-1,6,0,0,0
2013,1,19,21,30,-1.4000000000000001,6,0,0,0
2013,1,19,22,30,-1.7000000000000002,7,0,0,0
2013,1,19,23,30,-2,7,0,0,0
2013,1,20,0,30,-2.2,4,0,0,0
2013,1,20,1,30,-2.2,4,0,0,0
2013,1,20,2,30,-2.2,1,0,0,0
2013,1,20,3,30,-2.4000000000000004,1,0,0,0
2013,1,20,4,30,-2.6,1,0,0,0
2013,1,20,5,30,-2.8000000000000003,4,0,0,0
2013,1,20,6,30,-2.7,1,0,0,0
2013,1,20,7,30,-1.2000000000000002,4,11,11,0
2013,1,20,8,30,1.8,1,188,31,823
2013,1,20,9,30,4.800000000000001,0,357,39,959
2013,1,20,10,30,6.6000000000000005,4,282,198,193
2013,1,20,11,30,7,7,238,213,51
2013,1,20,12,30,6.7,7,538,68,937
2013,1,20,13,30,6.1000000000000005,2,400,158,523
2013,1,20,14,30,4.800000000000001,7,226,168,153
2013,1,20,15,30,2.1,4,189,80,432
2013,1,20,16,30,0.2,0,80,23,602
2013,1,20,17,30,-3.2,0,0,0,0
2013,1,20,18,30,-4,0,0,0,0
2013,1,20,19,30,-3.9000000000000004,0,0,0,0
2013,1,20,20,30,-3.7,1,0,0,0
2013,1,20,21,30,-3.5,1,0,0,0
2013,1,20,22,30,-3.3000000000000003,0,0,0,0
2013,1,20,23,30,-3.3000000000000003,1,0,0,0
2013,1,21,0,30,-3.4000000000000004,0,0,0,0
2013,1,21,1,30,-3.5,0,0,0,0
2013,1,21,2,30,-3.4000000000000004,0,0,0,0
2013,1,21,3,30,-3.3000000000000003,0,0,0,0
2013,1,21,4,30,-3.3000000000000003,0,0,0,0
2013,1,21,5,30,-3.2,0,0,0,0
2013,1,21,6,30,-2.9000000000000004,0,0,0,0
2013,1,21,7,30,-1.1,0,23,12,375
2013,1,21,8,30,2,0,182,30,782
2013,1,21,9,30,5.1000000000000005,0,346,39,920
2013,1,21,10,30,7.2,1,473,44,982
2013,1,21,11,30,8.200000000000001,7,537,67,947
2013,1,21,12,30,8.5,7,470,141,651
2013,1,21,13,30,8.200000000000001,2,410,149,559
2013,1,21,14,30,6.9,2,318,125,506
2013,1,21,15,30,4.1000000000000005,1,254,36,852
2013,1,21,16,30,2.3000000000000003,0,82,22,607
2013,1,21,17,30,0,4,0,0,0
2013,1,21,18,30,-0.30000000000000004,4,0,0,0
2013,1,21,19,30,-0.4,1,0,0,0
2013,1,21,20,30,-0.30000000000000004,4,0,0,0
2013,1,21,21,30,-0.2,1,0,0,0
2013,1,21,22,30,0,1,0,0,0
2013,1,21,23,30,0,0,0,0,0
2013,1,22,0,30,-0.1,7,0,0,0
2013,1,22,1,30,-0.30000000000000004,4,0,0,0
2013,1,22,2,30,-0.4,7,0,0,0
2013,1,22,3,30,-0.5,6,0,0,0
2013,1,22,4,30,-0.6000000000000001,7,0,0,0
2013,1,22,5,30,-0.7000000000000001,7,0,0,0
2013,1,22,6,30,-0.5,4,0,0,0
2013,1,22,7,30,1.3,7,14,14,0
2013,1,22,8,30,4.5,7,153,50,528
2013,1,22,9,30,7.6000000000000005,7,345,50,878
2013,1,22,10,30,9.9,1,503,44,1044
2013,1,22,11,30,11.200000000000001,0,580,46,1071
2013,1,22,12,30,11.600000000000001,1,582,46,1052
2013,1,22,13,30,11.200000000000001,1,532,44,1036
2013,1,22,14,30,9.700000000000001,2,339,102,615
2013,1,22,15,30,6.6000000000000005,0,269,35,900
2013,1,22,16,30,4.800000000000001,0,90,22,664
2013,1,22,17,30,1.8,1,0,0,0
2013,1,22,18,30,0.6000000000000001,4,0,0,0
2013,1,22,19,30,-0.1,4,0,0,0
2013,1,22,20,30,-0.1,0,0,0,0
2013,1,22,21,30,0,4,0,0,0
