Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,478473,-,-,-,39.77,-105.22,-7,1867,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,GHI,DHI,DNI
2013,4,3,6,30,2,4,89,49,270
2013,4,3,7,30,5.300000000000001,4,269,107,475
2013,4,3,8,30,8.200000000000001,3,436,178,499
2013,4,3,9,30,10.5,3,610,232,572
2013,4,3,10,30,12.200000000000001,0,856,87,1007
2013,4,3,11,30,13.5,0,925,92,1018
2013,4,3,12,30,14.3,0,931,88,1025
2013,4,3,13,30,14.600000000000001,0,872,83,1019
2013,4,3,14,30,14.5,0,749,80,988
2013,4,3,15,30,13.9,1,577,72,937
2013,4,3,16,30,13.5,7,306,104,549
2013,4,3,17,30,9.5,4,74,65,51
2013,4,3,18,30,7.6000000000000005,4,0,0,0
2013,4,3,19,30,6.4,7,0,0,0
2013,4,3,20,30,5.4,4,0,0,0
2013,4,3,21,30,4.6000000000000005,4,0,0,0
2013,4,3,22,30,4,4,0,0,0
2013,4,3,23,30,3.4000000000000004,7,0,0,0
2013,4,4,0,30,2.8000000000000003,4,0,0,0
2013,4,4,1,30,2.3000000000000003,4,0,0,0
2013,4,4,2,30,1.8,1,0,0,0
2013,4,4,3,30,1.2000000000000002,1,0,0,0
2013,4,4,4,30,0.7000000000000001,0,0,0,0
2013,4,4,5,30,2.1,1,0,0,0
2013,4,4,6,30,5.7,1,127,36,589
2013,4,4,7,30,9.8,1,341,56,822
2013,4,4,8,30,12.9,0,551,68,926
2013,4,4,9,30,14.8,3,617,232,580
2013,4,4,10,30,16.400000000000002,1,852,81,1004
2013,4,4,11,30,17.5,7,839,272,689
2013,4,4,12,30,18.3,0,921,86,1011
2013,4,4,13,30,18.6,0,861,83,1000
2013,4,4,14,30,18.5,0,741,75,978
2013,4,4,15,30,17.8,1,572,67,931
2013,4,4,16,30,17.400000000000002,7,356,51,821
2013,4,4,17,30,12.8,7,138,41,535
2013,4,4,18,30,9.9,7,0,0,0
2013,4,4,19,30,8.200000000000001,6,0,0,0
2013,4,4,20,30,7,7,0,0,0
2013,4,4,21,30,6.5,7,0,0,0
2013,4,4,22,30,6.2,6,0,0,0
2013,4,4,23,30,5.800000000000001,6,0,0,0
2013,4,5,0,30,5.4,7,0,0,0
2013,4,5,1,30,5,7,0,0,0
2013,4,5,2,30,5,6,0,0,0
2013,4,5,3,30,5.300000000000001,6,0,0,0
2013,4,5,4,30,5.800000000000001,6,0,0,0
2013,4,5,5,30,6.9,6,0,0,0
2013,4,5,6,30,8.8,6,87,57,191
2013,4,5,7,30,11.100000000000001,7,245,136,309
2013,4,5,8,30,13.4,7,437,196,458
2013,4,5,9,30,15.100000000000001,4,582,262,477
2013,4,5,10,30,16.400000000000002,4,634,376,334
2013,4,5,11,30,17.400000000000002,4,716,380,406
2013,4,5,12,30,17.900000000000002,7,149,142,8
2013,4,5,13,30,17.900000000000002,6,407,364,55
2013,4,5,14,30,17.5,6,304,282,34
2013,4,5,15,30,16.7,1,556,93,848
2013,4,5,16,30,16.1,7,253,153,268
2013,4,5,17,30,11.8,0,146,50,518
2013,4,5,18,30,9.8,4,0,0,0
2013,4,5,19,30,8.9,4,0,0,0
2013,4,5,20,30,7.9,6,0,0,0
2013,4,5,21,30,6.7,7,0,0,0
2013,4,5,22,30,5.5,4,0,0,0
2013,4,5,23,30,4.4,0,0,0,0
2013,4,6,0,30,3.5,0,0,0,0
2013,4,6,1,30,2.6,1,0,0,0
2013,4,6,2,30,1.9000000000000001,0,0,0,0
2013,4,6,3,30,1.4000000000000001,1,0,0,0
2013,4,6,4,30,1.1,4,0,0,0
2013,4,6,5,30,2.1,4,0,0,0
2013,4,6,6,30,4.800000000000001,7,137,43,574
2013,4,6,7,30,7.800000000000001,7,350,69,786
2013,4,6,8,30,10,8,447,187,489
2013,4,6,9,30,11.4,4,651,206,661
2013,4,6,10,30,12.8,7,678,339,436
2013,4,6,11,30,14.200000000000001,6,621,437,222
2013,4,6,12,30,15.3,4,717,385,399
2013,4,6,13,30,15.8,7,739,338,512
2013,4,6,14,30,15.5,4,234,224,16
2013,4,6,15,30,14.600000000000001,7,120,120,0
2013,4,6,16,30,14,6,80,80,0
2013,4,6,17,30,10.8,6,33,33,0
2013,4,6,18,30,9.3,6,0,0,0
2013,4,6,19,30,8.4,7,0,0,0
2013,4,6,20,30,7.7,7,0,0,0
2013,4,6,21,30,7,4,0,0,0
2013,4,6,22,30,6.1000000000000005,7,0,0,0
2013,4,6,23,30,5.2,7,0,0,0
2013,4,7,0,30,4.3,4,0,0,0
2013,4,7,1,30,3.6,3,0,0,0
2013,4,7,2,30,2.9000000000000004,1,0,0,0
2013,4,7,3,30,2.1,0,0,0,0
2013,4,7,4,30,1.8,0,0,0,0
2013,4,7,5,30,3,4,0,0,0
2013,4,7,6,30,6,1,135,46,525
2013,4,7,7,30,9.3,1,348,70,766
2013,4,7,8,30,11.700000000000001,0,551,87,866
2013,4,7,9,30,13.100000000000001,0,725,103,917
2013,4,7,10,30,14.100000000000001,1,850,116,941
2013,4,7,11,30,14.8,3,551,440,134
2013,4,7,12,30,15.100000000000001,7,491,422,82
2013,4,7,13,30,15,4,725,352,473
2013,4,7,14,30,14.700000000000001,3,581,293,417
2013,4,7,15,30,13.8,0,568,95,857
2013,4,7,16,30,13.3,1,364,78,751
2013,4,7,17,30,9.600000000000001,7,124,61,332
2013,4,7,18,30,7.1000000000000005,7,0,0,0
2013,4,7,19,30,6,7,0,0,0
2013,4,7,20,30,5.300000000000001,0,0,0,0
2013,4,7,21,30,4.6000000000000005,0,0,0,0
2013,4,7,22,30,3.8000000000000003,3,0,0,0
2013,4,7,23,30,3.1,0,0,0,0
2013,4,8,0,30,2.5,0,0,0,0
2013,4,8,1,30,2.2,4,0,0,0
2013,4,8,2,30,2.3000000000000003,4,0,0,0
2013,4,8,3,30,2.7,4,0,0,0
2013,4,8,4,30,3,4,0,0,0
2013,4,8,5,30,4,7,0,0,0
2013,4,8,6,30,6.6000000000000005,7,44,44,0
2013,4,8,7,30,9.8,8,291,118,473
2013,4,8,8,30,12.5,7,425,226,369
2013,4,8,9,30,14.600000000000001,4,589,275,460
2013,4,8,10,30,16.1,4,664,356,392
2013,4,8,11,30,17.2,4,393,363,36
2013,4,8,12,30,17.8,7,42,42,0
2013,4,8,13,30,17.6,6,222,211,14
2013,4,8,14,30,16.900000000000002,6,474,351,179
2013,4,8,15,30,15.9,6,45,45,0
2013,4,8,16,30,15.4,6,15,15,0
2013,4,8,17,30,11.3,6,15,15,0
2013,4,8,18,30,8.8,6,0,0,0
2013,4,8,19,30,6.9,6,0,0,0
2013,4,8,20,30,4.9,6,0,0,0
2013,4,8,21,30,2.3000000000000003,4,0,0,0
2013,4,8,22,30,-0.9,4,0,0,0
2013,4,8,23,30,-3.4000000000000004,7,0,0,0
2013,4,9,0,30,-5.5,7,0,0,0
2013,4,9,1,30,-7.5,6,0,0,0
2013,4,9,2,30,-8.8,6,0,0,0
2013,4,9,3,30,-9.5,7,0,0,0
2013,4,9,4,30,-10,4,0,0,0
2013,4,9,5,30,-10.100000000000001,7,0,0,0
2013,4,9,6,30,-9.600000000000001,6,45,45,0
2013,4,9,7,30,-8.9,4,107,107,0
2013,4,9,8,30,-8,7,245,223,39
2013,4,9,9,30,-6.9,6,232,221,15
2013,4,9,10,30,-6,6,300,284,21
2013,4,9,11,30,-5.5,4,221,209,14
2013,4,9,12,30,-5.7,4,223,211,15
2013,4,9,13,30,-6.6000000000000005,7,291,275,20
2013,4,9,14,30,-7.5,7,280,263,24
2013,4,9,15,30,-8.3,4,215,203,20
2013,4,9,16,30,-8.6,4,106,106,0
2013,4,9,17,30,-9.8,7,75,70,23
2013,4,9,18,30,-10.600000000000001,7,0,0,0
2013,4,9,19,30,-11.100000000000001,7,0,0,0
2013,4,9,20,30,-11.3,7,0,0,0
2013,4,9,21,30,-11.200000000000001,7,0,0,0
2013,4,9,22,30,-11,7,0,0,0
2013,4,9,23,30,-10.8,1,0,0,0
2013,4,10,0,30,-10.700000000000001,4,0,0,0
2013,4,10,1,30,-10.600000000000001,4,0,0,0
2013,4,10,2,30,-10.5,7,0,0,0
2013,4,10,3,30,-10.600000000000001,1,0,0,0
2013,4,10,4,30,-10.8,0,0,0,0
2013,4,10,5,30,-10.3,1,0,0,0
2013,4,10,6,30,-8.6,1,155,60,518
2013,4,10,7,30,-6.1000000000000005,4,52,52,0
2013,4,10,8,30,-3.4000000000000004,1,596,112,881
2013,4,10,9,30,-0.8,0,779,124,949
2013,4,10,10,30,1.3,0,906,130,980
2013,4,10,11,30,2.4000000000000004,4,648,443,243
2013,4,10,12,30,2.5,4,622,449,204
2013,4,10,13,30,2.1,1,914,129,984
2013,4,10,14,30,1.7000000000000002,4,575,319,366
2013,4,10,15,30,1.3,4,219,207,22
2013,4,10,16,30,1,4,148,141,18
2013,4,10,17,30,-1.9000000000000001,4,45,45,0
2013,4,10,18,30,-4.1000000000000005,1,0,0,0
2013,4,10,19,30,-5.2,0,0,0,0
2013,4,10,20,30,-5.6000000000000005,0,0,0,0
2013,4,10,21,30,-5.6000000000000005,0,0,0,0
2013,4,10,22,30,-5.300000000000001,0,0,0,0
2013,4,10,23,30,-4.800000000000001,0,0,0,0
2013,4,11,0,30,-4.1000000000000005,0,0,0,0
2013,4,11,1,30,-3.3000000000000003,0,0,0,0
2013,4,11,2,30,-2.7,4,0,0,0
2013,4,11,3,30,-2,1,0,0,0
2013,4,11,4,30,-1.3,4,0,0,0
2013,4,11,5,30,0.2,4,0,0,0
2013,4,11,6,30,2.7,4,113,66,250
2013,4,11,7,30,5.6000000000000005,4,128,126,6
2013,4,11,8,30,7.800000000000001,7,237,219,32
2013,4,11,9,30,9.200000000000001,7,401,337,91
2013,4,11,10,30,10,7,574,415,200
2013,4,11,11,30,10.200000000000001,0,939,95,994
2013,4,11,12,30,10.4,4,661,444,255
2013,4,11,13,30,10.3,4,472,402,88
2013,4,11,14,30,9.8,4,164,158,8
2013,4,11,15,30,8.9,4,459,233,400
2013,4,11,16,30,8.3,4,199,166,83
2013,4,11,17,30,4.1000000000000005,4,96,77,92
2013,4,11,18,30,1.4000000000000001,4,0,0,0
2013,4,11,19,30,0.4,1,0,0,0
2013,4,11,20,30,-0.2,0,0,0,0
2013,4,11,21,30,-0.9,4,0,0,0
2013,4,11,22,30,-1.6,4,0,0,0
2013,4,11,23,30,-2,4,0,0,0
2013,4,12,0,30,-2.4000000000000004,4,0,0,0
2013,4,12,1,30,-2.8000000000000003,4,0,0,0
2013,4,12,2,30,-3,4,0,0,0
2013,4,12,3,30,-3,0,0,0,0
2013,4,12,4,30,-2.6,1,0,0,0
2013,4,12,5,30,-1.1,1,0,0,0
2013,4,12,6,30,1.9000000000000001,1,157,55,529
2013,4,12,7,30,5.1000000000000005,4,302,129,450
2013,4,12,8,30,7.6000000000000005,4,457,221,423
2013,4,12,9,30,9.4,4,584,301,405
2013,4,12,10,30,10.9,3,645,396,312
2013,4,12,11,30,11.9,4,742,399,402
2013,4,12,12,30,12.700000000000001,0,955,101,1002
2013,4,12,13,30,13,4,334,313,26
2013,4,12,14,30,12.600000000000001,3,465,356,155
2013,4,12,15,30,11.5,2,517,164,623
2013,4,12,16,30,10.8,3,245,170,191
2013,4,12,17,30,6,4,81,75,30
2013,4,12,18,30,2.3000000000000003,4,0,0,0
2013,4,12,19,30,0.2,1,0,0,0
2013,4,12,20,30,-1.1,0,0,0,0
2013,4,12,21,30,-1.8,0,0,0,0
2013,4,12,22,30,-1.9000000000000001,4,0,0,0
2013,4,12,23,30,-1.6,4,0,0,0
2013,4,13,0,30,-1.2000000000000002,4,0,0,0
2013,4,13,1,30,-0.8,0,0,0,0
2013,4,13,2,30,-0.7000000000000001,7,0,0,0
2013,4,13,3,30,-0.6000000000000001,7,0,0,0
2013,4,13,4,30,-0.30000000000000004,7,0,0,0
2013,4,13,5,30,1.3,7,0,0,0
2013,4,13,6,30,4.5,7,140,56,426
2013,4,13,7,30,8.3,4,357,67,743
2013,4,13,8,30,11.200000000000001,7,409,256,272
2013,4,13,9,30,13.3,6,445,352,132
2013,4,13,10,30,15.4,7,765,348,520
2013,4,13,11,30,16.7,7,799,420,444
2013,4,13,12,30,16.6,6,677,446,270
2013,4,13,13,30,15.8,6,163,156,10
2013,4,13,14,30,15.200000000000001,6,517,355,229
2013,4,13,15,30,14.5,6,122,122,1
2013,4,13,16,30,14,8,320,131,474
2013,4,13,17,30,10.8,7,95,79,75
2013,4,13,18,30,8.200000000000001,4,0,0,0
2013,4,13,19,30,6.5,6,0,0,0
2013,4,13,20,30,6,9,0,0,0
2013,4,13,21,30,5.7,9,0,0,0
2013,4,13,22,30,4.9,9,0,0,0
2013,4,13,23,30,3.7,9,0,0,0
2013,4,14,0,30,2.8000000000000003,6,0,0,0
2013,4,14,1,30,1.7000000000000002,6,0,0,0
2013,4,14,2,30,0.4,4,0,0,0
2013,4,14,3,30,-0.7000000000000001,7,0,0,0
2013,4,14,4,30,-1.4000000000000001,7,0,0,0
2013,4,14,5,30,-0.5,1,0,0,0
2013,4,14,6,30,1.6,4,164,40,609
2013,4,14,7,30,3,1,403,64,862
2013,4,14,8,30,4,0,615,74,957
2013,4,14,9,30,4.6000000000000005,0,792,80,1008
2013,4,14,10,30,5.1000000000000005,0,920,84,1037
2013,4,14,11,30,5.800000000000001,0,988,83,1054
2013,4,14,12,30,6.4,0,989,84,1054
2013,4,14,13,30,6.7,0,915,87,1023
2013,4,14,14,30,6.800000000000001,1,793,79,1005
2013,4,14,15,30,6.4,1,621,70,963
2013,4,14,16,30,6.2,0,409,59,870
2013,4,14,17,30,3.4000000000000004,0,193,46,698
2013,4,14,18,30,0.7000000000000001,1,14,11,187
2013,4,14,19,30,-0.6000000000000001,1,0,0,0
2013,4,14,20,30,-1.2000000000000002,0,0,0,0
2013,4,14,21,30,-1.6,0,0,0,0
2013,4,14,22,30,-1.9000000000000001,6,0,0,0
2013,4,14,23,30,-2.4000000000000004,7,0,0,0
2013,4,15,0,30,-2.8000000000000003,7,0,0,0
2013,4,15,1,30,-2.9000000000000004,4,0,0,0
2013,4,15,2,30,-3.1,7,0,0,0
2013,4,15,3,30,-3.2,7,0,0,0
2013,4,15,4,30,-3,7,0,0,0
2013,4,15,5,30,-2.1,7,0,0,0
2013,4,15,6,30,-0.2,4,118,77,197
2013,4,15,7,30,2.5,4,25,25,0
2013,4,15,8,30,5,4,302,259,77
2013,4,15,9,30,7,7,73,73,0
2013,4,15,10,30,8,7,71,71,0
2013,4,15,11,30,8.200000000000001,7,296,280,19
2013,4,15,12,30,7.7,7,78,78,0
2013,4,15,13,30,6.800000000000001,7,56,56,0
2013,4,15,14,30,5.5,7,37,37,0
2013,4,15,15,30,4,7,73,73,0
2013,4,15,16,30,3.1,7,27,27,0
2013,4,15,17,30,0.7000000000000001,7,93,81,55
2013,4,15,18,30,-0.8,7,5,5,0
2013,4,15,19,30,-1.8,7,0,0,0
2013,4,15,20,30,-2.2,7,0,0,0
2013,4,15,21,30,-2.5,7,0,0,0
2013,4,15,22,30,-2.8000000000000003,4,0,0,0
2013,4,15,23,30,-3.1,4,0,0,0
2013,4,16,0,30,-3.4000000000000004,4,0,0,0
2013,4,16,1,30,-3.8000000000000003,4,0,0,0
2013,4,16,2,30,-4.3,4,0,0,0
2013,4,16,3,30,-4.6000000000000005,4,0,0,0
2013,4,16,4,30,-4.800000000000001,4,0,0,0
2013,4,16,5,30,-3.7,1,13,12,66
2013,4,16,6,30,-0.6000000000000001,1,184,60,581
2013,4,16,7,30,2.5,4,38,38,0
2013,4,16,8,30,4.6000000000000005,4,78,78,0
2013,4,16,9,30,6.300000000000001,4,101,101,0
2013,4,16,10,30,7.9,4,143,137,7
2013,4,16,11,30,9.200000000000001,4,281,265,18
2013,4,16,12,30,10.100000000000001,4,239,225,16
2013,4,16,13,30,10.5,4,164,156,10
2013,4,16,14,30,10.100000000000001,7,360,323,52
2013,4,16,15,30,9.1,7,86,86,0
2013,4,16,16,30,8.5,7,200,171,70
2013,4,16,17,30,5.300000000000001,7,127,80,215
2013,4,16,18,30,2.9000000000000004,7,6,6,0
2013,4,16,19,30,1.1,7,0,0,0
2013,4,16,20,30,-0.30000000000000004,8,0,0,0
2013,4,16,21,30,-1.5,4,0,0,0
2013,4,16,22,30,-2.6,4,0,0,0
2013,4,16,23,30,-3.2,4,0,0,0
2013,4,17,0,30,-3.6,4,0,0,0
2013,4,17,1,30,-3.9000000000000004,4,0,0,0
2013,4,17,2,30,-4.2,4,0,0,0
2013,4,17,3,30,-4.4,4,0,0,0
2013,4,17,4,30,-4.5,4,0,0,0
2013,4,17,5,30,-3.7,7,3,3,0
2013,4,17,6,30,-2,7,175,87,409
2013,4,17,7,30,-0.4,7,55,55,0
2013,4,17,8,30,0.7000000000000001,4,86,86,0
2013,4,17,9,30,1.3,7,241,230,16
2013,4,17,10,30,1.6,7,403,367,44
2013,4,17,11,30,1.5,7,221,208,15
2013,4,17,12,30,1.1,7,232,219,15
2013,4,17,13,30,0.2,7,101,101,0
2013,4,17,14,30,-1.1,6,173,166,9
2013,4,17,15,30,-2.6,6,149,147,5
2013,4,17,16,30,-3.3000000000000003,6,69,69,0
2013,4,17,17,30,-5.5,6,25,25,0
2013,4,17,18,30,-6.800000000000001,6,7,7,0
2013,4,17,19,30,-7.800000000000001,6,0,0,0
2013,4,17,20,30,-8.4,6,0,0,0
2013,4,17,21,30,-8.9,6,0,0,0
2013,4,17,22,30,-9.200000000000001,7,0,0,0
2013,4,17,23,30,-9.3,6,0,0,0
2013,4,18,0,30,-9.200000000000001,7,0,0,0
2013,4,18,1,30,-9.4,7,0,0,0
2013,4,18,2,30,-9.600000000000001,7,0,0,0
2013,4,18,3,30,-9.9,7,0,0,0
2013,4,18,4,30,-10.200000000000001,7,0,0,0
2013,4,18,5,30,-9.5,4,6,6,0
2013,4,18,6,30,-7.4,7,71,71,0
2013,4,18,7,30,-5.1000000000000005,4,83,83,0
2013,4,18,8,30,-3.6,4,142,140,3
2013,4,18,9,30,-2.6,4,269,255,20
2013,4,18,10,30,-1.9000000000000001,7,595,428,204
2013,4,18,11,30,-1.2000000000000002,7,768,417,402
2013,4,18,12,30,-0.6000000000000001,4,541,452,102
2013,4,18,13,30,-0.1,1,959,139,1000
2013,4,18,14,30,0.1,0,829,124,977
2013,4,18,15,30,-0.1,0,649,104,935
2013,4,18,16,30,-0.30000000000000004,0,434,84,847
2013,4,18,17,30,-3,0,203,61,637
2013,4,18,18,30,-5.4,1,19,16,103
2013,4,18,19,30,-6.300000000000001,1,0,0,0
2013,4,18,20,30,-6.5,1,0,0,0
2013,4,18,21,30,-6.800000000000001,0,0,0,0
2013,4,18,22,30,-6.800000000000001,1,0,0,0
2013,4,18,23,30,-6.4,0,0,0,0
2013,4,19,0,30,-6,0,0,0,0
2013,4,19,1,30,-5.9,0,0,0,0
2013,4,19,2,30,-6.1000000000000005,0,0,0,0
2013,4,19,3,30,-6.300000000000001,1,0,0,0
2013,4,19,4,30,-6.1000000000000005,1,0,0,0
2013,4,19,5,30,-4.5,1,20,16,144
2013,4,19,6,30,-1.3,7,7,7,0
2013,4,19,7,30,1.6,6,88,88,0
2013,4,19,8,30,3.3000000000000003,6,436,265,292
2013,4,19,9,30,4.6000000000000005,7,525,363,223
2013,4,19,10,30,5.9,6,334,314,25
2013,4,19,11,30,7,6,250,236,16
2013,4,19,12,30,7.7,6,406,375,35
2013,4,19,13,30,8.1,6,308,290,21
2013,4,19,14,30,8.200000000000001,6,535,361,241
2013,4,19,15,30,7.800000000000001,6,164,160,7
2013,4,19,16,30,7.300000000000001,6,165,155,24
2013,4,19,17,30,4.2,6,37,37,0
2013,4,19,18,30,2.5,6,7,7,0
2013,4,19,19,30,1.9000000000000001,6,0,0,0
2013,4,19,20,30,1.5,6,0,0,0
2013,4,19,21,30,1.1,6,0,0,0
2013,4,19,22,30,0.5,6,0,0,0
2013,4,19,23,30,0,6,0,0,0
2013,4,20,0,30,-0.4,7,0,0,0
2013,4,20,1,30,-0.6000000000000001,6,0,0,0
2013,4,20,2,30,-0.9,7,0,0,0
2013,4,20,3,30,-1.2000000000000002,4,0,0,0
2013,4,20,4,30,-1.3,4,0,0,0
2013,4,20,5,30,0.1,7,9,9,0
2013,4,20,6,30,2.9000000000000004,6,31,31,0
2013,4,20,7,30,5.800000000000001,6,124,124,0
2013,4,20,8,30,7.6000000000000005,6,339,276,106
2013,4,20,9,30,8.3,6,488,369,164
2013,4,20,10,30,8.700000000000001,7,644,422,270
2013,4,20,11,30,9,6,694,455,273
2013,4,20,12,30,9.1,4,436,398,44
2013,4,20,13,30,9,4,586,433,186
2013,4,20,14,30,8.6,8,566,352,294
2013,4,20,15,30,8.1,6,32,32,0
2013,4,20,16,30,7.800000000000001,6,31,31,0
2013,4,20,17,30,6.1000000000000005,6,63,63,0
2013,4,20,18,30,4.6000000000000005,6,9,9,0
2013,4,20,19,30,3.5,6,0,0,0
2013,4,20,20,30,2.5,7,0,0,0
2013,4,20,21,30,1.8,4,0,0,0
2013,4,20,22,30,1.2000000000000002,4,0,0,0
2013,4,20,23,30,0.6000000000000001,7,0,0,0
2013,4,21,0,30,0,4,0,0,0
2013,4,21,1,30,-0.30000000000000004,4,0,0,0
2013,4,21,2,30,-0.5,0,0,0,0
2013,4,21,3,30,-0.8,0,0,0,0
2013,4,21,4,30,-0.9,4,0,0,0
2013,4,21,5,30,0.7000000000000001,4,14,14,0
2013,4,21,6,30,3.9000000000000004,4,133,88,190
2013,4,21,7,30,6.9,7,303,169,316
2013,4,21,8,30,9.1,4,541,178,613
2013,4,21,9,30,10.8,7,737,187,752
2013,4,21,10,30,12.200000000000001,0,902,145,914
2013,4,21,11,30,13.200000000000001,7,932,242,785
2013,4,21,12,30,13.700000000000001,4,861,392,534
2013,4,21,13,30,13.4,4,726,379,420
2013,4,21,14,30,12.600000000000001,7,497,369,174
2013,4,21,15,30,11.5,6,107,107,0
2013,4,21,16,30,11,6,149,144,12
2013,4,21,17,30,8.5,7,22,22,0
2013,4,21,18,30,6.2,3,14,14,0
2013,4,21,19,30,4.7,4,0,0,0
2013,4,21,20,30,3.3000000000000003,4,0,0,0
2013,4,21,21,30,2.4000000000000004,4,0,0,0
2013,4,21,22,30,2.2,4,0,0,0
2013,4,21,23,30,2.2,0,0,0,0
2013,4,22,0,30,2.1,0,0,0,0
2013,4,22,1,30,1.8,1,0,0,0
2013,4,22,2,30,1.7000000000000002,4,0,0,0
2013,4,22,3,30,1.7000000000000002,4,0,0,0
2013,4,22,4,30,1.8,7,0,0,0
2013,4,22,5,30,3,7,16,16,0
2013,4,22,6,30,5.2,4,169,71,411
2013,4,22,7,30,7.1000000000000005,1,419,107,731
2013,4,22,8,30,8.1,0,626,128,834
2013,4,22,9,30,8.4,4,115,114,1
2013,4,22,10,30,8.200000000000001,4,99,99,0
2013,4,22,11,30,7.9,7,151,144,9
2013,4,22,12,30,7.4,4,174,164,11
2013,4,22,13,30,6.5,4,127,123,4
2013,4,22,14,30,5.2,4,115,114,1
2013,4,22,15,30,3.5,7,182,177,10
2013,4,22,16,30,2.5,7,13,13,0
2013,4,22,17,30,-1,7,79,79,0
2013,4,22,18,30,-3.2,4,8,8,0
2013,4,22,19,30,-4.800000000000001,7,0,0,0
2013,4,22,20,30,-5.800000000000001,7,0,0,0
2013,4,22,21,30,-6.6000000000000005,7,0,0,0
2013,4,22,22,30,-7.2,6,0,0,0
2013,4,22,23,30,-7.6000000000000005,6,0,0,0
2013,4,23,0,30,-7.800000000000001,7,0,0,0
2013,4,23,1,30,-8,7,0,0,0
2013,4,23,2,30,-8.1,7,0,0,0
2013,4,23,3,30,-8.3,7,0,0,0
2013,4,23,4,30,-8.5,7,0,0,0
2013,4,23,5,30,-8,7,12,12,0
2013,4,23,6,30,-6.6000000000000005,7,32,32,0
2013,4,23,7,30,-5,4,174,163,27
2013,4,23,8,30,-3.6,4,287,258,50
2013,4,23,9,30,-2.3000000000000003,4,288,272,23
2013,4,23,10,30,-1.1,4,318,300,22
2013,4,23,11,30,-0.1,4,255,241,16
2013,4,23,12,30,0.8,4,380,355,28
2013,4,23,13,30,1.4000000000000001,4,328,308,23
2013,4,23,14,30,1.7000000000000002,0,826,152,918
2013,4,23,15,30,1.6,0,649,126,877
2013,4,23,16,30,1.4000000000000001,0,437,99,792
2013,4,23,17,30,-0.8,0,213,66,615
2013,4,23,18,30,-3,1,28,20,186
2013,4,23,19,30,-5.4,1,0,0,0
2013,4,23,20,30,-7.5,0,0,0,0
2013,4,23,21,30,-8.6,0,0,0,0
2013,4,23,22,30,-9,4,0,0,0
2013,4,23,23,30,-9.1,0,0,0,0
2013,4,24,0,30,-8.8,0,0,0,0
2013,4,24,1,30,-8.4,0,0,0,0
2013,4,24,2,30,-7.6000000000000005,1,0,0,0
2013,4,24,3,30,-6.4,0,0,0,0
2013,4,24,4,30,-5.1000000000000005,4,0,0,0
2013,4,24,5,30,-3.4000000000000004,4,16,16,0
2013,4,24,6,30,-0.7000000000000001,4,186,65,495
2013,4,24,7,30,1.8,1,441,107,769
2013,4,24,8,30,3.5,0,654,129,871
2013,4,24,9,30,4.7,4,495,376,161
2013,4,24,10,30,5.800000000000001,3,540,435,125
2013,4,24,11,30,6.800000000000001,4,783,431,397
2013,4,24,12,30,7.7,4,917,291,706
2013,4,24,13,30,8.3,0,955,134,983
2013,4,24,14,30,8.5,2,688,283,549
2013,4,24,15,30,8.4,0,654,117,897
2013,4,24,16,30,8.200000000000001,0,441,94,809
2013,4,24,17,30,5.5,0,211,59,630
2013,4,24,18,30,2.9000000000000004,1,29,20,180
2013,4,24,19,30,0.7000000000000001,1,0,0,0
2013,4,24,20,30,-1.4000000000000001,0,0,0,0
2013,4,24,21,30,-3,1,0,0,0
2013,4,24,22,30,-3.6,0,0,0,0
2013,4,24,23,30,-3.9000000000000004,0,0,0,0
2013,4,25,0,30,-4.1000000000000005,4,0,0,0
2013,4,25,1,30,-4.1000000000000005,4,0,0,0
2013,4,25,2,30,-4,4,0,0,0
2013,4,25,3,30,-3.8000000000000003,7,0,0,0
2013,4,25,4,30,-3.3000000000000003,4,0,0,0
2013,4,25,5,30,-1.2000000000000002,0,35,24,199
2013,4,25,6,30,2.7,1,223,65,635
2013,4,25,7,30,6.7,1,439,85,810
2013,4,25,8,30,9.9,0,640,95,898
2013,4,25,9,30,12.200000000000001,0,807,101,948
2013,4,25,10,30,13.8,0,922,104,973
2013,4,25,11,30,15,0,984,95,998
2013,4,25,12,30,15.8,7,871,402,527
2013,4,25,13,30,15.9,7,744,390,422
